processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
NZCOI088-08	JW316	821320	Hm28	NA	Allan Wilson Centre	NA	BOLD:AAC5404	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	112872	Hymenolaimus	112873	Hymenolaimus malacorhynchos	NA	NA	K. Oates	NA	Gmelin, 1789	NA	NA	NA	NA	K. Oates	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	NA	NA	-39.1425	175.576	NA	NA	1087	NA	NA	NA	New Zealand	Manawatu-Wanganui	Tongariro National Park	Maungatepopo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ROMC183-07	G-819	590587	NA	G-819	Royal Ontario Museum	NA	BOLD:AAC7275	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	12223	Anser anser	NA	NA	A. Sigfusson	NA	Linnaeus, 1758	NA	NA	NA	NA	Sigfusson, A	NA	NA	NA	NA	NA	NA	I	F	S	NA	NA	NA	anser	NA	65.35	-14.7	NA	NA	NA	NA	NA	NA	Iceland	Austurland	NA	NA	Hjaltastadathingha, N-Mulasyslu	NA	NA	NA	NA	NA	NA	NA	NA	NA
ROMC187-07	G-826	590591	NA	G-826	Royal Ontario Museum	NA	BOLD:AAC7275	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	12223	Anser anser	NA	NA	A. Sigfusson	NA	Linnaeus, 1758	NA	NA	NA	NA	Sigfusson, A	NA	NA	NA	NA	NA	NA	I	M	S	NA	NA	NA	anser	NA	65.35	-14.7	NA	NA	NA	NA	NA	NA	Iceland	Austurland	NA	NA	Hjaltastadathingha, N-Mulasyslu	NA	NA	NA	NA	NA	NA	NA	NA	NA
TZBRD052-16	ISIS# 43558	7366897	43558	PM# 22196	Metropolitan Toronto Zoo	NA	BOLD:AAC7275	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	154100	Anser caerulescens	NA	NA	NA	NA	(Linnaeus, 1758)	NA	NA	Liver	NA	Kevin Kerr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Snow Goose	NA	NA	NA	NA	NA	NA	NA	NA	NA	Exception - Zoological Park	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
USNMA424-10	B02700	1608364	614546	95956006	Smithsonian Institution, National Museum of Natural History	NA	BOLD:AAF2888	18	Chordata	51	Aves	305	Anseriformes	1439	Anhimidae	NA	NA	4567	Chauna	31802	Chauna torquata	NA	NA	NA	NA	Oken, 1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	CBOL_BIRDS_P5_C09	NA	NA	NA	NA	NA	NA	NA	NA	Argentina	Entre Rios	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YIOB274-23	11A-30138	17341382	NA	11A-30138	Yamashina Institute for Ornithology	NA	BOLD:AAC1099	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17392	Branta bernicla	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	blood	NA	Y. Sawa	NA	NA	NA	NA	NA	NA	Adult	M	S	NA	NA	NA	NA	NA	43.5996	145.311	NA	NA	NA	NA	NA	NA	Japan	Hokkaido	Hokkaido, Notsuke-gun, Betsukai-cho, Notsuke Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YIOB286-23	12A-04831	17341394	NA	12A-04831	Yamashina Institute for Ornithology	NA	BOLD:AAC7275	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	93246	Anser erythropus	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	blood	NA	Y. Sawa	NA	NA	NA	NA	NA	NA	Juvenile	U	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Japan	Honshu	Miyagi, Tome-gun, Tome-shi, Hasama-cho	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BJNSM568-10	NSMT-DNA7725	1368921	NSMT-A17280	2008.109	National Museum of Nature and Science, Tokyo	NA	BOLD:AAC1523	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3211	Aythya	10084	Aythya fuligula	NA	NA	Isao Nishiumi	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	S	NA	NA	NA	NA	NA	35.329	132.675	NA	NA	NA	NA	NA	NA	Japan	Chugoku-chiho	Shimane-ken	Izumo-shi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BOM1869-10	020DCQ2009	1786390	020DCQ2009	020DCQ2009	Universidad Nacional Autonoma de Mexico, Instituto de Biologia	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	Patricia Escalante	NA	Linnaeus, 1758	NA	Vouchered:Registered Collection	frozen muscle	NA	David Colon Quezada	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.546	-98.2	NA	NA	NA	NA	NA	NA	Mexico	Tlaxcala	Atlangatepec	NA	Presa Atlangatepec	NA	NA	NA	NA	NA	NA	NA	NA	NA
BOM1960-11	047DCQ2009	1834732	047DCQ2009	047DCQ2009	Universidad Nacional Autonoma de Mexico, Instituto de Biologia	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	Patricia Escalante	NA	Linnaeus, 1758	NA	Vouchered:Registered Collection	frozen muscle	NA	David Colon Quezada	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.33	-107.22	NA	NA	NA	NA	NA	NA	Mexico	Chihuahua	Cusihuirachi	NA	Laguna Mexicanos	NA	NA	NA	NA	NA	NA	NA	NA	NA
BON465-07	NHMO-BC468	573384	NHMO 11781	NHMO-BI-9543	University of Oslo, Natural History Museum	NA	BOLD:AAB6382	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	857230	Spatula	857231	Spatula clypeata	NA	NA	Bjorn A. Bjerke	NA	(Linnaeus, 1758)	NA	NA	NA	NA	Bjorn-Aksel Bjerke	NA	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	59.52	10.15	NA	NA	NA	NA	NA	NA	Norway	Vestfold	NA	NA	Bergvannet	NA	NA	NA	NA	NA	NA	NA	NA	NA
BONSC053-08	NHMO-BC586	755690	NA	NHMO-BI-13037	University of Oslo, Natural History Museum	NA	BOLD:AAC7275	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	19955	Anser fabalis	NA	NA	Bjorn A. Bjerke	NA	Latham, 1787	NA	NA	NA	NA	Bjorn A. Bjerke	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	NA	NA	59.6662	11.3656	NA	NA	NA	NA	NA	NA	Norway	Ostfold	NA	NA	Trogstad	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC006-04	1310-10197	5969	NA	1310-10197	Canadian Wildlife Service	NA	BOLD:AAC5197	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	4566	Lophodytes	19944	Lophodytes cucullatus	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Lesley Howes	NA	NA	NA	NA	NA	NA	A	M	S	NA	NA	NA	Lophodytes cucullatus	NA	45.15	-73.25	NA	NA	NA	NA	NA	NA	Canada	Quebec	St. Paul de I`lle aux noit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC014-04	1320-14913	5977	NA	1320-14913	Canadian Wildlife Service	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Lesley Howes	NA	NA	NA	NA	NA	NA	A	M	S	NA	NA	NA	Anas platyrhynchos	NA	48.717	-79.467	NA	NA	NA	NA	NA	NA	Canada	Quebec	Clerval	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC021-04	1350-10189	5984	NA	1350-10189	Canadian Wildlife Service	NA	BOLD:AAC4105	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	751421	Mareca	809068	Mareca strepera	NA	NA	NA	NA	(Linnaeus, 1758)	NA	NA	NA	NA	Lesley Howes	NA	NA	NA	NA	NA	NA	A	M	S	NA	NA	NA	Anas strepera	NA	50.25	-103.317	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	Candiac	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC025-04	1350-10228	5988	NA	1350-10228	Canadian Wildlife Service	NA	BOLD:AAC4105	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	751421	Mareca	809068	Mareca strepera	NA	NA	NA	NA	(Linnaeus, 1758)	NA	NA	NA	NA	Lesley Howes	NA	NA	NA	NA	NA	NA	A	F	S	NA	NA	NA	Anas strepera	NA	43.917	-80.483	NA	NA	NA	NA	NA	NA	Canada	Ontario	Damascus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC035-04	1390-10314	5998	NA	1390-10314	Canadian Wildlife Service	NA	BOLD:AAC7607	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	112844	Anas carolinensis	NA	NA	NA	NA	Gmelin, JF, 1789	NA	NA	NA	NA	Lesley Howes	NA	NA	NA	NA	NA	NA	A	F	S	NA	NA	NA	American Green-winged Teal	NA	47.983	-66.767	NA	NA	NA	NA	NA	NA	Canada	New Brunswick	Tidehead	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC040-04	1400-10172	6003	NA	1400-10172	Canadian Wildlife Service	NA	BOLD:ABZ6173	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	857230	Spatula	857233	Spatula discors	NA	NA	NA	NA	(Linnaeus, 1766)	NA	NA	NA	NA	Lesley Howes	NA	NA	NA	NA	NA	NA	A	F	S	NA	NA	NA	Anas discors	NA	45.767	-64.35	NA	NA	NA	NA	NA	NA	Canada	New Brunswick	Barrowsfield	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC160-05	1500 10800	178385	NA	1500 10800	Canadian Wildlife Service	NA	BOLD:ACE3916	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3211	Aythya	10085	Aythya collaris	NA	NA	NA	NA	Donovan, 1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	M	NA	NA	NA	NA	Ring-necked Duck	NA	45.5	-64.12	NA	NA	NA	NA	NA	NA	Canada	Ontario	AMHERST	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB529-07	AJB 5624	539070	156747	AJB 5624	Royal Ontario Museum	NA	BOLD:AAB6382	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	857230	Spatula	857238	Spatula rhynchotis	NA	NA	NA	NA	(Latham, 1801)	NA	NA	NA	NA	Baker, A. J.	NA	NA	NA	NA	NA	NA	A	F	S	NA	NA	NA	ssp:rhynchotis	voucher kind: skin; skeleton	-34.6	149.483	NA	NA	NA	NA	NA	NA	Australia	New South Wales	NA	NA	Banistar Swamp	318844|318843|318842	http://www.boldsystems.org/pics/BROMB/BROMB529-07_-_156747_LL+1219071232.JPG|http://www.boldsystems.org/pics/BROMB/BROMB529-07_-_156747_D+1219071162.JPG|http://www.boldsystems.org/pics/BROMB/BROMB529-07_-_156747_B+1219071216.JPG	Lateral|Dorsal|	skeleton|skeleton|	Erika Tavares	2010	CreativeCommons - Attribution	Royal Ontario Museum	ROM-Ornithology
BROMB908-07	1B-4602	611255	NA	1B-4602	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	F	S	NA	NA	NA	NA	NA	48.31	-89.31	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	12 km SW Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB932-07	1B-4845	611279	NA	1B-4845	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	M	S	NA	NA	NA	NA	NA	48.4	-89.317	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB935-07	1B-4953	611282	NA	1B-4953	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	M	S	NA	NA	NA	NA	NA	48.4	-89.317	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB963-07	1B-4981	611310	NA	1B-4981	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	M	S	NA	NA	NA	NA	NA	48.4	-89.317	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR10869-19	MG654787	9769766	personal:Chevonne Reynolds:Mal001	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-33.23	20.58	NA	NA	NA	NA	NA	NA	South Africa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR10872-19	MG654790	9769772	personal:Chevonne Reynolds:Mal005	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-33.23	20.58	NA	NA	NA	NA	NA	NA	South Africa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3504-13	JN703242	3585865	JN703242	JN703242	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3511-13	JN703235	3585872	JN703235	JN703235	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19931	Anas poecilorhyncha	NA	NA	NA	NA	J. R. Forster, 1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3563-13	JN703183	3585924	JN703183	JN703183	Mined from GenBank, NCBI	NA	BOLD:AAB5009	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12142	Anas acuta	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3589-13	JN788901	3586847	JN788901	JN788901	Mined from GenBank, NCBI	NA	BOLD:AAB5009	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12142	Anas acuta	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR9253-19	KF751616	9766531	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19931	Anas poecilorhyncha	NA	NA	NA	NA	J. R. Forster, 1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.0733	104.691	Coordinates from country centroid	NA	NA	NA	NA	NA	China	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR9378-19	KT151715	9766782	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	112852	Anas luzonica	NA	NA	NA	NA	Fraser, 1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5865	121.822	Coordinates from country centroid	NA	NA	NA	NA	NA	Philippines	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA022-05	1707-38403	77505	NA	1707-38403	Canadian Wildlife Service	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	Michel Gendron	NA	NA	NA	NA	NA	NA	I	M	NA	NA	NA	NA	Breeding Site; Cackling Goose	different broods	66.763	-73.0025	NA	NA	NA	NA	NA	NA	Canada	Nunavut	Baffin Island	Dewey Soper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA064-05	0988-14959	77547	NA	0988-14959	Canadian Wildlife Service	NA	BOLD:ACF5624	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Michel Gendron	NA	NA	NA	NA	NA	NA	I	F	NA	NA	NA	NA	Breeding Site; Canada Goose	NA	59.6667	-69.6667	NA	NA	NA	NA	NA	NA	Canada	Quebec	near Ungava Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA075-05	0998-52615	77558	NA	0998-52615	Canadian Wildlife Service	NA	BOLD:ACF5624	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Michel Gendron	NA	NA	NA	NA	NA	NA	I	M	NA	NA	NA	NA	Breeding Site; Canada Goose	NA	60.8333	-69.8333	NA	NA	NA	NA	NA	NA	Canada	Quebec	near Ungava Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA080-05	0988-15757	77563	NA	0988-15757	Canadian Wildlife Service	NA	BOLD:ACF5624	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Michel Gendron	NA	NA	NA	NA	NA	NA	I	M	NA	NA	NA	NA	Breeding Site; Canada Goose	NA	59.6667	-69.6667	NA	NA	NA	NA	NA	NA	Canada	Quebec	near Ungava Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1136-07	172120081 2006	629453	NA	172120081 2006	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	50.57	-108.25	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1169-07	172120211 2004	629486	NA	172120211 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	50.59	-102.54	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1212-07	172120690 2004	629529	NA	172120690 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	52.23	-106.12	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1248-07	172211802 2003	629565	NA	172211802 2003	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	53.27	-103.35	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA199-05	9999-00023	77682	NA	9999-00023	Canadian Wildlife Service	NA	BOLD:ACF5624	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Michel Gendron	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	NA	NA	Breeding Site; Canada Goose	NA	55.3699	-85.2741	NA	NA	NA	NA	NA	NA	Canada	Ontario	South Hudson Bay Coast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA248-06	0978-18114	332884	NA	0978-18114	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	Breeding site; Canada Goose	Banded during spring migration; presumed North Atlantic CAGO population	46.325	-63.425	NA	NA	NA	NA	NA	NA	Canada	Prince Edward Island	NA	Pager Field Malpeque	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA325-06	CG20H	332961	NA	CG20H	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Breeding site; Cackling Goose	NA	62.5338	-82.2934	NA	NA	NA	NA	NA	NA	Canada	Nunavut	NA	Coats Island	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA447-06	172120458 2004	333083	NA	172120458 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	49.56	-98.19	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA450-06	172120469 2004	333086	NA	172120469 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	50.33	-100.11	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA465-06	172120533 2004	333101	NA	172120533 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	53.34	-104.29	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA501-06	172131101 2005	333137	NA	172131101 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	49.36	-112.27	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA554-06	172221910 2005	333190	NA	172221910 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	56.55	-117.19	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
